,Items,Support,Confidence,Ground Truth
0,"{'wifi betplay mikrotik', 'ABB'}",0.0040424891411860835,1.0,MikroTik | router | 
55,"{'mikrotik mikrotik', 'CVE-2018-14847'}",0.002795338235926547,0.8552631578947368,"MikroTik,MikroTik | router,router | "
56,"{'mikrotik mikrotik', 'DSTNAT7'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
57,"{'axis camera', 'DVR'}",0.002752333032296908,0.6399999999999999,210 Network Camera | camera | 
58,"{'EMPLOYEES280', 'mikrotik mikrotik'}",0.002795338235926547,0.8666666666666667,"MikroTik,MikroTik | router,router | "
59,"{'mikrotik mikrotik', 'EXPLOITATIONVULNERABILITYHACKINGINFOSEC386'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
60,"{'G-16S', 'mikrotik mikrotik'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
61,"{'G-2HND', 'mikrotik mikrotik'}",0.002795338235926547,0.8441558441558441,"MikroTik,MikroTik | router,router | "
62,"{'G-2S', 'mikrotik mikrotik'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
63,"{'G-5HPACD', 'mikrotik mikrotik'}",0.005590676471853094,0.962962962962963,"MikroTik,MikroTik | router,router | "
64,"{'mikrotik mikrotik', 'G-60AD'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
65,"{'G-8S', 'mikrotik mikrotik'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
66,"{'mikrotik mikrotik', 'GATEWAY'}",0.005590676471853094,0.5306122448979592,"MikroTik,MikroTik | router,router | "
67,"{'europa mikrotik', 'GLASS'}",0.004128499548445362,1.0,MikroTik | router | 
68,"{'mikrotik mikrotik', 'GROOVE-52HPN'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
69,"{'GROOVEA-52HPN', 'mikrotik mikrotik'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
70,"{'mikrotik mikrotik', 'GS-5HNT'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
71,"{'mikrotik mikrotik', 'GX4'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
72,"{'mikrotik mikrotik', 'HACQ2HND'}",0.005590676471853094,0.9489051094890512,"MikroTik,MikroTik | router,router | "
73,"{'HIKVISION', 'axis m3004 camera'}",0.0017202081451855675,0.9523809523809524,M3004 Network Camera | camera | 
74,"{'HND1', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
75,"{'mikrotik mikrotik', 'INIT7'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
76,"{'mikrotik mikrotik', 'INIT7.NET'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
77,"{'mikrotik mikrotik', 'INTEL'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
78,"{'IPV6', 'mikrotik mikrotik'}",0.002795338235926547,0.5652173913043479,"MikroTik,MikroTik | router,router | "
79,"{'L3', 'mikrotik mikrotik'}",0.002795338235926547,0.7065217391304348,"MikroTik,MikroTik | router,router | "
80,"{'mikrotik mikrotik', 'L4'}",0.005590676471853094,0.8227848101265822,"MikroTik,MikroTik | router,router | "
81,"{'mikrotik mikrotik', 'L5'}",0.005590676471853094,0.8176100628930818,"MikroTik,MikroTik | router,router | "
82,"{'mikrotik mikrotik', 'L6'}",0.005590676471853094,0.9285714285714285,"MikroTik,MikroTik | router,router | "
83,"{'LITE5', 'mikrotik mikrotik'}",0.005590676471853094,0.9219858156028369,"MikroTik,MikroTik | router,router | "
84,"{'MATRIX', 'axis m5013 ptz camera'}",0.006020728508149486,0.5982905982905984,M5013 PTZ Dome Network Camera | camera | 
85,"{'MATRIX', 'axis m5014-v ptz camera'}",0.006020728508149486,0.5761316872427984,M5014-V PTZ Dome Network Camera | camera | 
86,"{'MATRIX', 'axis p5512-e ptz camera'}",0.006020728508149486,0.5982905982905984,"P5512-E PTZ Dome Network Camera,TM221CE40T | camera,programmable logic controller | "
87,"{'axis p5522-e ptz camera', 'MATRIX'}",0.006020728508149486,0.5982905982905984,P5522-E PTZ Dome Network Camera | camera | 
88,"{'MATRIX', 'axis p5534 ptz camera'}",0.006020728508149486,0.5982905982905984,P5534 PTZ Dome Network Camera | camera | 
89,"{'MATRIX', 'axis p5635-e mk ptz camera'}",0.006020728508149486,0.5982905982905984,P5635-E Mk II PTZ Dome Network Camera | camera | 
90,"{'MATRIX', 'axis ptz camera'}",0.006020728508149486,0.5957446808510639,212 PTZ Network Camera | camera | 
91,"{'MATRIX', 'axis ptz camera oct'}",0.006020728508149486,0.5957446808510639,214 PTZ Network Camera | camera | 
92,"{'MATRIX', 'axis q6044 ptz camera'}",0.006020728508149486,0.5982905982905984,Q6044 PTZ Dome Network Camera | camera | 
93,"{'MATRIX', 'axis q6044-e ptz camera'}",0.006020728508149486,0.5982905982905984,Q6044-E PTZ Dome Network Camera | camera | 
94,"{'MATRIX', 'axis q6045-e mk ptz camera'}",0.006020728508149486,0.5982905982905984,Q6045-E Mk II PTZ Dome Network Camera | camera | 
95,"{'MATRIX', 'axis q6115-e ptz camera'}",0.012041457016298973,0.5857740585774058,Q6115-E PTZ Dome Network Camera | camera | 
96,"{'wifi betplay mikrotik', 'MICROSOFT'}",0.0020212445705930417,0.8545454545454546,MikroTik | router | 
97,"{'MIKROTIK', 'balanceador mikrotik'}",0.0012471509052595364,0.6304347826086957,"MikroTik,MikroTik,MikroTik | router | "
98,"{'benoit mikrotik', 'MIKROTIK'}",0.001161140498000258,1.0,MikroTik | router | 
99,"{'bunge mikrotik', 'MIKROTIK'}",0.001161140498000258,0.6428571428571428,"MikroTik,MikroTik | router,router | "
100,"{'capitan navarro mikrotik', 'MIKROTIK'}",0.001161140498000258,0.8709677419354839,"MikroTik,MikroTik | router,router | "
101,"{'infantilandia rb2011 mikrotik', 'MIKROTIK'}",0.0018062185524448458,1.0,MikroTik | router | 
102,"{'kuprianowicz-bozena skrzydlice 42a mikrotik', 'MIKROTIK'}",0.001376166516148454,0.6037735849056604,MikroTik | router | 
103,"{'mikrotik chawala-mikrotik mikrotik', 'MIKROTIK'}",0.00473057239926031,0.6832298136645962,"MikroTik,MikroTik | router,router | "
104,"{'mikrotik mikrotik', 'MIKROTIK'}",0.3074872059519202,0.7656065959952886,"MikroTik,MikroTik | router,router | "
105,"{'mikrotik mikrotik', 'MIKROTIK'}",0.3074872059519202,0.6832298136645963,"MikroTik,MikroTik | router,router | "
106,"{'mikrotik pm4 mikrotik', 'MIKROTIK'}",0.0012471509052595364,0.5178571428571429,MikroTik | router | 
107,"{'novotny_router mikrotik', 'MIKROTIK'}",0.002064249774222681,0.5,"MikroTik,MikroTik | router,router | "
108,"{'paula harman mikrotik', 'MIKROTIK'}",0.006106738915408765,0.5941422594142259,"MikroTik,MikroTik | router,router | "
109,"{'peco145 mikrotik', 'MIKROTIK'}",0.0012471509052595364,1.0,"MikroTik,MikroTik | router,router | "
110,"{'pharma mikrotik', 'MIKROTIK'}",0.0017202081451855675,0.5263157894736843,MikroTik | router | 
111,"{'ponpes darunnahdlah ap02 mikrotik', 'MIKROTIK'}",0.002365286199630155,0.8870967741935484,"MikroTik,MikroTik | router,router | "
112,"{'rb750r mikrotik', 'MIKROTIK'}",0.002322280996000516,0.5346534653465347,MikroTik | router | 
113,"{'router fani mikrotik', 'MIKROTIK'}",0.0021502601814819594,0.819672131147541,MikroTik | router | 
114,"{'router mikrotik', 'MIKROTIK'}",0.004128499548445362,0.5,MikroTik | router | 
115,"{'saharanpur router mikrotik', 'MIKROTIK'}",0.002064249774222681,0.5,MikroTik | router | 
116,"{'shahriar-router mikrotik', 'MIKROTIK'}",0.002064249774222681,0.5,"MikroTik,MikroTik | router,router | "
117,"{'MIKROTIK', 'technics mikrotik'}",0.005160624435556703,0.6666666666666666,"MikroTik,MikroTik | router,router | "
118,"{'transporte mirna - mikrotik mikrotik', 'MIKROTIK'}",0.00473057239926031,0.6832298136645962,MikroTik | router | 
119,"{'ultrarap_diveo_main_gateway_router mikrotik', 'MIKROTIK'}",0.002064249774222681,0.5,MikroTik | router | 
120,"{'vivo - pira mb mikrotik', 'MIKROTIK'}",0.0014191717197780931,1.0,MikroTik | router | 
121,"{'mikrotik mikrotik', 'MIKROTIKCRS328-4C'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
122,"{'mikrotik mikrotik', 'MIKROTIKRB2011IL'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
123,"{'MIKROTIKRB2011UIAS', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
124,"{'MIKROTIKRB260GS', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
125,"{'mikrotik mikrotik', 'MIKROTIKRB260GSP'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
126,"{'MIKROTIKRB750UPR2', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
127,"{'MIKROTIKRB951G', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
128,"{'MIKROTIKRB951UI', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
129,"{'mikrotik mikrotik', 'MIKROTIKRBOMNITIKU-5HND'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
130,"{'NETGEAR', 'asus r7000'}",0.0015051821270373716,0.875,R7000 | soho router | 
131,"{'NOMI', 'ljubomir dudic mikrotik'}",0.0010321248871113405,1.0,MikroTik | router | 
132,"{'mikrotik mikrotik', 'OMNITIKU-5HND'}",0.005590676471853094,0.9558823529411764,"MikroTik,MikroTik | router,router | "
133,"{'ORANGE', 'tdi kraljevica mikrotik'}",0.0018922289597041243,1.0,"MikroTik,MikroTik | router,router | "
134,"{'ORANGE', 'tdi kraljevica mikrotik'}",0.0018922289597041243,0.8,"MikroTik,MikroTik | router,router | "
135,"{'OSL4', 'mikrotik mikrotik'}",0.005590676471853094,0.8904109589041096,"MikroTik,MikroTik | router,router | "
136,"{'P-4S', 'mikrotik mikrotik'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
137,"{'axis camera', 'PANASONIC'}",0.0015481873306670106,0.6428571428571428,210 Network Camera | camera | 
138,"{'QRT5', 'mikrotik mikrotik'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
139,"{'mikrotik mikrotik', 'QRT5AC'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
140,"{'R5', 'mikrotik mikrotik'}",0.002795338235926547,0.9420289855072463,"MikroTik,MikroTik | router,router | "
141,"{'mikrotik mikrotik', 'RB2011IL'}",0.002795338235926547,0.8904109589041096,"MikroTik,MikroTik | router,router | "
142,"{'RB260GSP', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
143,"{'RB3011', 'mikrotik mikrotik'}",0.005590676471853094,0.8666666666666667,"MikroTik,MikroTik | router,router | "
144,"{'RB3011UIAS', 'mikrotik mikrotik'}",0.005590676471853094,0.8280254777070064,"MikroTik,MikroTik | router,router | "
145,"{'mikrotik mikrotik', 'RB450'}",0.005590676471853094,0.9090909090909091,"MikroTik,MikroTik | router,router | "
146,"{'RB450GX4', 'mikrotik mikrotik'}",0.005590676471853094,0.962962962962963,"MikroTik,MikroTik | router,router | "
147,"{'mikrotik mikrotik', 'RB750GR3'}",0.005590676471853094,0.8074534161490683,"MikroTik,MikroTik | router,router | "
148,"{'RB750R2', 'mikrotik mikrotik'}",0.005590676471853094,0.8666666666666667,"MikroTik,MikroTik | router,router | "
149,"{'RB911-5HN', 'mikrotik mikrotik'}",0.005590676471853094,0.962962962962963,"MikroTik,MikroTik | router,router | "
150,"{'RB911G', 'mikrotik mikrotik'}",0.005590676471853094,0.9420289855072463,"MikroTik,MikroTik | router,router | "
151,"{'mikrotik mikrotik', 'RB911G5HPACD'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
152,"{'mikrotik mikrotik', 'RB922UAGS'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
153,"{'RB922UAGS5HPA', 'mikrotik mikrotik'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
154,"{'RB951G', 'mikrotik mikrotik'}",0.002795338235926547,0.7471264367816092,"MikroTik,MikroTik | router,router | "
155,"{'RB951UI', 'mikrotik mikrotik'}",0.002795338235926547,0.7303370786516853,"MikroTik,MikroTik | router,router | "
156,"{'RB953GS', 'mikrotik mikrotik'}",0.002795338235926547,0.9420289855072463,"MikroTik,MikroTik | router,router | "
157,"{'mikrotik mikrotik', 'RB953GS5HNTRP'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
158,"{'RBGR52HPN', 'mikrotik mikrotik'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
159,"{'RBGRA52HPN', 'mikrotik mikrotik'}",0.002795338235926547,0.9558823529411764,"MikroTik,MikroTik | router,router | "
160,"{'mikrotik mikrotik', 'RBM11G'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
161,"{'RBM33G', 'mikrotik mikrotik'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
162,"{'RBMETAL5SHPN', 'mikrotik mikrotik'}",0.002795338235926547,0.9285714285714285,"MikroTik,MikroTik | router,router | "
163,"{'mikrotik mikrotik', 'RJ45'}",0.002795338235926547,0.5855855855855855,"MikroTik,MikroTik | router,router | "
164,"{'ap-1006 mikrotik', 'ROUTER'}",0.01324560271792887,0.9777777777777777,MikroTik | router | 
165,"{'ap7901 aos v2.7.0', 'ROUTER'}",0.0021502601814819594,0.5681818181818182,AP7901 | power distribution unit | 
166,"{'ROUTER', 'asus dsl-ac52u'}",0.00580570249000129,0.5510204081632653,DSL-AC52U | soho router | 
167,"{'asus dsl-ac56u', 'ROUTER'}",0.001634197737926289,0.6440677966101694,DSL-AC56U | soho router | 
168,"{'ROUTER', 'asus dsl-ac68u'}",0.00580570249000129,0.5696202531645569,DSL-AC68U | soho router | 
169,"{'ROUTER', 'asus r7000'}",0.0016772029415559283,0.975,R7000 | soho router | 
170,"{'asus rt-ac3100', 'ROUTER'}",0.0015911925342966498,0.9736842105263157,RT-AC3100 | soho router | 
171,"{'asus rt-ac3200', 'ROUTER'}",0.012643529867113921,0.9932432432432433,RT-AC3200 | soho router | 
172,"{'ROUTER', 'asus rt-ac51u'}",0.002322280996000516,0.8999999999999999,RT-AC51U | soho router | 
173,"{'ROUTER', 'asus rt-ac52u'}",0.004128499548445362,0.6530612244897959,RT-AC52U | soho router | 
174,"{'ROUTER', 'asus rt-ac5300'}",0.004472541177482476,0.9811320754716982,RT-AC5300 | soho router | 
175,"{'ROUTER', 'asus rt-ac55uhp'}",0.004558551584741753,0.803030303030303,RT-AC55UHP | soho router | 
176,"{'asus rt-ac56r', 'ROUTER'}",0.00795596267148325,0.6537102473498233,RT-AC56R | soho router | 
177,"{'ROUTER', 'asus rt-ac56u'}",0.012299488238076807,0.5053003533568905,RT-AC56U | soho router | 
178,"{'asus rt-ac58u', 'ROUTER'}",0.003870468326667527,0.8823529411764706,RT-AC58U | soho router | 
179,"{'asus rt-ac66u', 'ROUTER'}",0.00842901991140928,0.7313432835820896,RT-AC66U | soho router | 
180,"{'ROUTER', 'asus rt-ac66u_b1'}",0.00421450995570464,0.7313432835820896,RT-AC66U_B1 | soho router | 
181,"{'ROUTER', 'asus rt-ac68p'}",0.009289123984002064,0.9818181818181818,RT-AC68P | soho router | 
182,"{'ROUTER', 'asus rt-ac68r'}",0.00421450995570464,0.8166666666666667,RT-AC68R | soho router | 
183,"{'ROUTER', 'asus rt-ac68u'}",0.012987571496151035,0.993421052631579,RT-AC68U | soho router | 
184,"{'ROUTER', 'asus rt-ac68w'}",0.001634197737926289,0.59375,RT-AC68W | soho router | 
185,"{'ROUTER', 'asus rt-ac87u'}",0.005934718100890208,0.8624999999999999,RT-AC87U | soho router | 
186,"{'ROUTER', 'asus rt-ac88u'}",0.0026663226250376293,0.9393939393939393,RT-AC88U | soho router | 
187,"{'ROUTER', 'asus rt-acrh13'}",0.009848191631187374,0.6795252225519288,RT-ACRH13 | soho router | 
188,"{'ROUTER', 'asus rt-ax88u'}",0.001634197737926289,0.8837209302325582,RT-AX88U | soho router | 
189,"{'ROUTER', 'asus rt-n66r'}",0.0015481873306670106,0.72,RT-N66R | soho router | 
190,"{'asus rt-n66u', 'ROUTER'}",0.002752333032296908,0.8648648648648648,RT-N66U | soho router | 
191,"{'ROUTER', 'asus rt-n66w'}",0.001634197737926289,0.9743589743589743,RT-N66W | soho router | 
192,"{'ROUTER', 'asus tm-ac1900'}",0.006063733711779125,0.8980891719745223,TM-AC1900 | soho router | 
193,"{'ROUTER', 'asus ws880'}",0.003397411086741496,0.9404761904761906,WS880 | soho router | 
194,"{'ROUTER', 'balanceador mikrotik'}",0.001849223756074485,0.9347826086956522,"MikroTik,MikroTik,MikroTik | router | "
195,"{'bunge mikrotik', 'ROUTER'}",0.0014191717197780931,0.7857142857142857,"MikroTik,MikroTik | router,router | "
196,"{'ROUTER', 'capitan navarro mikrotik'}",0.001118135294370619,0.838709677419355,"MikroTik,MikroTik | router,router | "
197,"{'infantilandia rb2011 mikrotik', 'ROUTER'}",0.0017632133488152066,0.9761904761904762,MikroTik | router | 
198,"{'ROUTER', 'kuprianowicz-bozena skrzydlice 42a mikrotik'}",0.0019782393669634025,0.8679245283018868,MikroTik | router | 
199,"{'mikrotik chawala-mikrotik mikrotik', 'ROUTER'}",0.005160624435556703,0.7453416149068324,"MikroTik,MikroTik | router,router | "
200,"{'ROUTER', 'mikrotik mikrotik'}",0.3354405883111857,0.5475605475605476,"MikroTik,MikroTik | router,router | "
201,"{'ROUTER', 'mikrotik mikrotik'}",0.3354405883111857,0.7453416149068324,"MikroTik,MikroTik | router,router | "
202,"{'ROUTER', 'mikrotik pm4 mikrotik'}",0.002236270588741238,0.9285714285714287,MikroTik | router | 
203,"{'ROUTER', 'novotny_router mikrotik'}",0.0033114006794822174,0.8020833333333334,"MikroTik,MikroTik | router,router | "
204,"{'ROUTER', 'paula harman mikrotik'}",0.007439900227927579,0.7238493723849372,"MikroTik,MikroTik | router,router | "
205,"{'ROUTER', 'peco145 mikrotik'}",0.0012041457016298972,0.9655172413793103,"MikroTik,MikroTik | router,router | "
206,"{'ROUTER', 'pharma mikrotik'}",0.002064249774222681,0.631578947368421,MikroTik | router | 
207,"{'ROUTER', 'ponpes darunnahdlah ap02 mikrotik'}",0.00210725497785232,0.7903225806451614,"MikroTik,MikroTik | router,router | "
208,"{'ROUTER', 'rb750r mikrotik'}",0.004128499548445362,0.9504950495049506,MikroTik | router | 
209,"{'router dst&pppoe teluk intan mikrotik', 'ROUTER'}",0.0012041457016298972,0.8484848484848485,MikroTik | router | 
210,"{'ROUTER', 'router fani mikrotik'}",0.0016772029415559283,0.6393442622950819,MikroTik | router | 
211,"{'ROUTER', 'router mikrotik'}",0.006622801358964435,0.8020833333333334,MikroTik | router | 
212,"{'ROUTER', 'saharanpur router mikrotik'}",0.0033114006794822174,0.8020833333333334,MikroTik | router | 
213,"{'shahriar-router mikrotik', 'ROUTER'}",0.0033114006794822174,0.8020833333333334,"MikroTik,MikroTik | router,router | "
214,"{'ROUTER', 'technics mikrotik'}",0.004257515159334279,0.5499999999999999,"MikroTik,MikroTik | router,router | "
215,"{'ROUTER', 'transporte mirna - mikrotik mikrotik'}",0.005160624435556703,0.7453416149068324,MikroTik | router | 
216,"{'ultrarap_diveo_main_gateway_router mikrotik', 'ROUTER'}",0.0033114006794822174,0.8020833333333334,MikroTik | router | 
217,"{'vivo - pira mb mikrotik', 'ROUTER'}",0.001376166516148454,0.9696969696969696,MikroTik | router | 
218,"{'ROUTER108', 'mikrotik mikrotik'}",0.008386014707779641,0.8590308370044053,"MikroTik,MikroTik | router,router | "
219,"{'ap-1006 mikrotik', 'ROUTERBOARD'}",0.009590160409409538,0.7079365079365079,MikroTik | router | 
220,"{'mikrotik mikrotik', 'ROUTERBOARD'}",0.13697157356040082,0.758513931888545,"MikroTik,MikroTik | router,router | "
221,"{'mikrotik mikrotik', 'ROUTERBOARD-450GX4'}",0.005590676471853094,0.9701492537313432,"MikroTik,MikroTik | router,router | "
222,"{'RULE6', 'mikrotik mikrotik'}",0.002795338235926547,0.9701492537313432,"MikroTik,MikroTik | router,router | "
223,"{'S-1S', 'mikrotik mikrotik'}",0.005590676471853094,0.8124999999999999,"MikroTik,MikroTik | router,router | "
