23,"{'DELL | WATCH | a1', 'koutska mikrotik '}",0.001185395922238,1,BROADCOM ROUTER
24,"{'burda praha tandberg codec f6 sw f6.1 ', 'ERICSSON | OVEN | mp3'}",0.001185395922238,1,MIKROTIK ROUTER
25,"{'koutska mikrotik ', 'GLASS | TV | p3'}",0.001185395922238,1,
26,"{'HUAWEI | ALARM | EDOC1000078313', 'wl gpon ont wlctl '}",0.004267425320057,0.6,MIKROTIK ROUTER
27,"{'HUAWEI | ALARM | EDOC1000078313', 'wl gpon ont wlctl '}",0.004267425320057,1,
28,"{'wl gpon ont wlctl found ', 'HUAWEI | ALARM | EDOC1000078313'}",0.002844950213371,0.5,
29,"{'ricoh 402spf ', 'INTEL | PROCESSOR'}",0.001185395922238,1,
30,"{'mikrotik v6 v6.43 ', 'MEDIATEK | SWITCH | Atheros8327'}",0.016358463726885,0.907894736842105,MIKROTIK ROUTER
31,"{'mikrotik v6 v6.41 ', 'MICROSOFT | CONTROLLER'}",0.001422475106686,1,MIKROTIK ROUTER
32,"{'mikrotik v6 v6.45 ', 'MIKROTIK | ROUTER | G2'}",0.002607871028924,0.733333333333333,MIKROTIK ROUTER
33,"{'MIKROTIK | ROUTER | MTCIPv6E', 'router mikrotik '}",0.001422475106686,0.857142857142857,MIKROTIK ROUTER
34,"{'MIKROTIK | ROUTER | MTCIPv6E', 'router mikrotik '}",0.001422475106686,0.666666666666667,MIKROTIK ROUTER
35,"{'mikrotik v6 v6.10 ', 'MIKROTIK | ROUTER | RB2011'}",0.001185395922238,1,MIKROTIK ROUTER
36,"{'mikrotik v6 v6.10 ', 'MIKROTIK | ROUTER | RB2011'}",0.001185395922238,0.5,MIKROTIK ROUTER
37,"{'mikrotik v6 v6.39 ', 'MIKROTIK | ROUTER | RB750GL'}",0.001422475106686,0.857142857142857,MIKROTIK ROUTER
38,"{'mikrotik v6 v6.39 ', 'MIKROTIK | ROUTER | RB750GL'}",0.001422475106686,0.545454545454545,MIKROTIK ROUTER
39,"{'mikrotik ', 'MIKROTIK | ROUTER | TechnologyFounded1996HeadquartersLatvia'}",0.026552868658132,1,MIKROTIK ROUTER
40,"{'MIKROTIK | ROUTER | c4.hu', 'mikrotik v5 v5.20 '}",0.001185395922238,1,MIKROTIK ROUTER
41,"{'MIKROTIK | ROUTER | c4.hu', 'mikrotik v5 v5.20 '}",0.001185395922238,0.714285714285714,MIKROTIK ROUTER
42,"{'MIKROTIK | ROUTER | osc86', 'mikrotik v6 v6.44 '}",0.01588430535799,0.943661971830986,MIKROTIK ROUTER
43,"{'mikrotik v6 v6.43 ', 'MIKROTIK | ROUTER | raymondr15'}",0.01090564248459,0.884615384615385,MIKROTIK ROUTER
44,"{'MIKROTIK | ROUTER | v1', 'mikrotik v6 v6.42 '}",0.012328117591276,1,MIKROTIK ROUTER
45,"{'mikrotik ', 'MIKROTIK | ROUTER | v3.3'}",0.003556187766714,1,MIKROTIK ROUTER
46,"{'mikrotik v6 bugfix v6.40 ', 'MIKROTIK | ROUTER | v6.40'}",0.004741583688952,1,MIKROTIK ROUTER
47,"{'mikrotik v6 bugfix v6.40 ', 'MIKROTIK | ROUTER | v6.40'}",0.004741583688952,0.512820512820513,MIKROTIK ROUTER
48,"{'mikrotik server ', 'MIKROTIK | ROUTER | v6.43'}",0.004030346135609,0.62962962962963,MIKROTIK ROUTER
49,"{'mikrotik server ', 'MIKROTIK | ROUTER | v6.43'}",0.004030346135609,1,MIKROTIK ROUTER
50,"{'mikrotik v6 v6.40 ', 'MIKROTIK | ROUTER | x2'}",0.002133712660028,1,MIKROTIK ROUTER
51,"{'mikrotik v6 v6.40 ', 'MIKROTIK | ROUTER | x2'}",0.002133712660028,0.5625,MIKROTIK ROUTER
52,"{'MIKROTIK | SWITCH', 'mikrotik v6 v6.44 '}",0.007349454717876,0.96875,MIKROTIK ROUTER
53,"{'mikrotik v6 v6.10 ', 'MIKROTIK | SWITCH | RB2011'}",0.001185395922238,1,MIKROTIK ROUTER
54,"{'mikrotik v6 v6.10 ', 'MIKROTIK | SWITCH | RB2011'}",0.001185395922238,0.5,MIKROTIK ROUTER
55,"{'MIKROTIK | SWITCH | RJ45', 'mikrotik '}",0.029871977240398,0.940298507462686,MIKROTIK ROUTER
56,"{'NETGEAR | ROUTER | N300', 'router bcm963268 '}",0.002133712660028,0.818181818181818,BROADCOM ROUTER
57,"{'router bcm96328 ', 'NETGEAR | ROUTER | WGT624'}",0.002607871028924,0.55,BROADCOM ROUTER
58,"{'router bcm96318 ', 'NETGEAR | ROUTER | v3'}",0.002844950213371,0.923076923076923,BROADCOM ROUTER
59,"{'wl gpon ont wlctl found ', 'NETGEAR | ROUTER | x4'}",0.001422475106686,0.666666666666667,
60,"{'NETGEAR | SWITCH | C6', 'router bcm963268 '}",0.001185395922238,1,BROADCOM ROUTER
61,"{'NETGEAR | SWITCH | F5', 'router bcm963268 '}",0.003082029397819,1,BROADCOM ROUTER
62,"{'ORACLE | GPS | mp3', 'burda praha tandberg codec f6 sw f6.1 '}",0.001422475106686,1,
63,"{'burda praha tandberg codec f6 sw f6.1 ', 'PANASONIC | WATCH | mp3'}",0.001422475106686,1,
64,"{'PHILIPS | CONTROLLER', 'mikrotik vasapulli59 '}",0.001422475106686,1,MIKROTIK ROUTER
65,"{'router bcm963381 ', 'QUALCOMM | BUTTON | ttyS0'}",0.001185395922238,1,BROADCOM ROUTER
66,"{'RIOT | ALARM | a1', 'koutska mikrotik '}",0.001185395922238,1,MIKROTIK ROUTER
67,"{'SPLUNK | ROUTER', 'mikrotik v6.44 '}",0.001185395922238,0.5,MIKROTIK ROUTER
68,"{'TECHNICOLOR | ROUTER', 'router bcm963268 '}",0.002370791844476,0.625,MIKROTIK ROUTER
69,"{'TOSHIBA | LOCK | mp3', 'burda praha tandberg codec f6 sw f6.1 '}",0.001422475106686,1,
70,"{'TOSHIBA | SWITCH | mp3', 'burda praha tandberg codec f6 sw f6.1 '}",0.001422475106686,1,
71,"{'mikrotik v6 v6.43 ', 'WIA | ROUTER'}",0.015173067804647,0.941176470588235,MIKROTIK ROUTER
72,"{'ZTE | ROUTER | F460', 'router bcm96828 '}",0.001185395922238,1,BROADCOM ROUTER
